Acc Id,Source,Collection Time,Length,qR,initial date,date gap
QLA47607.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47619.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47631.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47643.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47655.1,USA: Virginia,2020-05,1273,30.16105055,23-12-2019,#VALUE!
QLA47667.1,USA: Virginia,2020-05,1273,30.16105055,23-12-2019,#VALUE!
QLA47679.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47691.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47703.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47715.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47727.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47739.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47751.1,USA: Virginia,2020-05,1273,30.16105055,23-12-2019,#VALUE!
QLA47763.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47775.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47787.1,USA: Virginia,2020-05,1273,30.16105055,23-12-2019,#VALUE!
QLA47799.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47811.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47823.1,USA: Virginia,2020-05,1273,30.16105055,23-12-2019,#VALUE!
QLA47835.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47847.1,USA: Virginia,2020-05,1273,29.8632572,23-12-2019,#VALUE!
QLA47859.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47871.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47883.1,USA: Virginia,2020-05,1273,30.22920632,23-12-2019,#VALUE!
QLA47895.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47907.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47919.1,USA: Virginia,2020-05,1273,30.16105055,23-12-2019,#VALUE!
QLA47931.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47943.1,USA: Virginia,2020-05,1273,30.16105055,23-12-2019,#VALUE!
QLA47955.1,USA: Virginia,2020-05,1273,30.16105055,23-12-2019,#VALUE!
QLA47967.1,USA: Virginia,2020-05,1273,30.16105055,23-12-2019,#VALUE!
QLA47979.1,USA: Virginia,2020-05,1273,29.76636445,23-12-2019,#VALUE!
QLA47991.1,USA: NY,06-03-2020,1273,30.16105055,23-12-2019,74
QLA48003.1,USA: NY,17-03-2020,1273,30.16105055,23-12-2019,85
QLA48015.1,USA: NY,18-03-2020,1273,29.76636445,23-12-2019,86
QLA48027.1,USA: NY,16-03-2020,1273,30.16105055,23-12-2019,84
QLA48039.1,USA: NY,23-03-2020,1273,30.16105055,23-12-2019,91
QLA48051.1,USA: NY,24-03-2020,1273,30.16105055,23-12-2019,92
QLA48063.1,USA: NY,26-03-2020,1273,30.16105055,23-12-2019,94
QLA48075.1,USA: NY,26-03-2020,1273,30.16105055,23-12-2019,94
QLA48086.1,USA: NY,25-03-2020,1273,29.76636445,23-12-2019,93
QLA48098.1,USA: NY,24-03-2020,1273,29.76636445,23-12-2019,92
QLA48110.1,USA: NY,31-03-2020,1273,29.76636445,23-12-2019,99
QLA48122.1,USA: NY,08-04-2020,1273,29.76636445,23-12-2019,107
QLA48134.1,USA: NY,09-04-2020,1273,30.16105055,23-12-2019,108
QLB37736.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB37748.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB37760.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37772.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB37784.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37796.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB37808.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37820.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37832.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37844.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37856.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37868.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37880.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37892.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB37904.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37916.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37928.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB37940.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37952.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB37964.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB37976.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB37988.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB38000.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB38012.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QLB38024.1,USA: Virginia,2020-04,1273,29.76636445,23-12-2019,#VALUE!
QLB38036.1,USA: Virginia,2020-04,1273,30.16105055,23-12-2019,#VALUE!
QKQ63927.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR83985.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKR84225.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84237.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84249.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84261.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84273.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84285.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84297.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84309.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84321.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84333.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKR84345.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKR84357.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKR84369.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKR84381.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKR84393.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKR84420.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKS42579.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKS42591.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKS42609.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKS42621.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKS42633.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKS66868.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKS66892.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKS66904.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKS66916.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKS66928.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKS66940.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKW95051.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKX65004.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKX65016.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKX65028.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKX65040.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKX65052.1,Egypt,02-06-2020,1273,30.16105055,23-12-2019,162
QKX65064.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QLA09655.1,USA: Ak,23-03-2020,1273,29.76636445,23-12-2019,91
QLA09674.1,USA: Ak,23-03-2020,1273,29.76636445,23-12-2019,91
QLA09688.1,India: Vadodara,08-06-2020,1273,29.76636445,23-12-2019,168
QLA09700.1,India: Vadodara,08-06-2020,1273,30.16105055,23-12-2019,168
QLA09712.1,India: Vadodara,08-06-2020,1273,29.76636445,23-12-2019,168
QLA09724.1,India: Vadodara,08-06-2020,1273,30.16105055,23-12-2019,168
QLA09736.1,India: Vadodara,08-06-2020,1273,30.16105055,23-12-2019,168
QLA09748.1,India: Vadodara,08-06-2020,1273,29.76636445,23-12-2019,168
QLA09760.1,India: Savali,08-06-2020,1273,30.16105055,23-12-2019,168
QLA09772.1,India: Savali,08-06-2020,1273,29.76636445,23-12-2019,168
QLA09784.1,India: Ahmedabad,11-06-2020,1273,29.76636445,23-12-2019,171
QLA09796.1,India: Ahmedabad,11-06-2020,1273,30.16105055,23-12-2019,171
QLA09810.1,India: Palanpur,12-06-2020,1273,29.76636445,23-12-2019,172
QLA09822.1,India: Surat,11-06-2020,1273,30.58437202,23-12-2019,171
QLA09834.1,India: Palanpur,12-06-2020,1273,30.16105055,23-12-2019,172
QLA09846.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QLA09858.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QLA09870.1,Turkey,27-03-2020,1273,29.76636445,23-12-2019,95
QLA09882.1,India: Surat,11-06-2020,1273,30.58437202,23-12-2019,171
QLA09894.1,Turkey,08-04-2020,1273,30.16105055,23-12-2019,107
QLA09906.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QLA10068.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QLA10080.1,India: Surat,11-06-2020,1273,29.76636445,23-12-2019,171
QLA10092.1,India: Surat,12-06-2020,1273,29.76636445,23-12-2019,172
QLA10104.1,India: Surat,12-06-2020,1273,30.55253636,23-12-2019,172
QLA10116.1,India: Surat,12-06-2020,1273,30.37316505,23-12-2019,172
QLA10128.1,India: Surat,12-06-2020,1273,30.37316505,23-12-2019,172
QLA10140.1,India: Bardoli,12-06-2020,1273,30.37316505,23-12-2019,172
QLA10152.1,India: Choryasi,12-06-2020,1273,29.76636445,23-12-2019,172
QLA10164.1,India: Kapadvanj,08-06-2020,1273,30.37316505,23-12-2019,168
QLA10176.1,India: Choryasi,12-06-2020,1273,29.97638722,23-12-2019,172
QLA10188.1,India: Bardoli,12-06-2020,1273,30.37316505,23-12-2019,172
QLA10200.1,India: Vadodara,05-06-2020,1273,31.37102591,23-12-2019,165
QLA10212.1,India: Surat,12-06-2020,1273,29.97638722,23-12-2019,172
QLA10224.1,India: Vadodara,02-06-2020,1273,29.97638722,23-12-2019,162
QLA10235.1,Bangladesh,08-06-2020,1273,29.97638722,23-12-2019,168
QKS66880.1,Egypt,02-06-2020,1273,31.10316612,23-12-2019,162
QKY74628.1,India: Palanpur,07-06-2020,1273,29.97638722,23-12-2019,167
QKY74640.1,India: Palanpur,07-06-2020,1273,30.37316505,23-12-2019,167
QKY74774.1,USA,13-04-2020,1273,30.16105055,23-12-2019,112
QKY74786.1,Chile,14-03-2020,1273,30.16105055,23-12-2019,82
QKY74798.1,Chile,15-03-2020,1273,29.87512274,23-12-2019,83
QKY74810.1,Chile,12-03-2020,1273,29.87512274,23-12-2019,80
QKY74822.1,Chile,17-03-2020,1273,30.34650128,23-12-2019,85
QKY74834.1,Chile,18-03-2020,1273,29.76636445,23-12-2019,86
QKY74846.1,Chile,17-03-2020,1273,29.76636445,23-12-2019,85
QKY74858.1,Chile,15-03-2020,1273,29.76636445,23-12-2019,83
QKY74870.1,Chile,19-03-2020,1273,29.76636445,23-12-2019,87
QKY74882.1,Chile,21-03-2020,1273,30.16105055,23-12-2019,89
QKY74894.1,Chile,25-03-2020,1273,29.76636445,23-12-2019,93
QKY74906.1,Chile,27-03-2020,1273,30.56496746,23-12-2019,95
QKY77856.1,USA: CA,25-03-2020,1273,30.16105055,23-12-2019,93
QKY77868.1,USA: CA,23-03-2020,1273,29.76636445,23-12-2019,91
QKY77880.1,USA: CA,20-03-2020,1273,30.16105055,23-12-2019,88
QKY77892.1,USA: CA,19-03-2020,1273,29.76636445,23-12-2019,87
QKY77904.1,USA: CA,19-03-2020,1273,30.16105055,23-12-2019,87
QKY77916.1,USA: CA,14-03-2020,1273,30.37316505,23-12-2019,82
QKY77928.1,USA: CA,16-03-2020,1273,29.76636445,23-12-2019,84
QKY77940.1,USA: CA,15-03-2020,1273,29.76636445,23-12-2019,83
QKY77952.1,USA: CA,14-03-2020,1273,30.16105055,23-12-2019,82
QKY77964.1,USA: CA,13-03-2020,1273,29.76636445,23-12-2019,81
QKY77976.1,USA: CA,13-03-2020,1273,30.16105055,23-12-2019,81
QKY77988.1,USA: CA,13-03-2020,1273,30.16105055,23-12-2019,81
QKY78000.1,USA: CA,11-03-2020,1273,29.76636445,23-12-2019,79
QKY78012.1,USA: CA,27-03-2020,1273,29.76636445,23-12-2019,95
QKY78024.1,USA: CA,23-03-2020,1273,30.16105055,23-12-2019,91
QKY78036.1,USA: CA,14-03-2020,1273,30.16105055,23-12-2019,82
QKY78048.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKY78060.1,USA: CA,02-04-2020,1273,30.16105055,23-12-2019,101
QKY78072.1,USA: CA,01-04-2020,1273,30.34650128,23-12-2019,100
QKY78084.1,USA: CA,18-03-2020,1273,30.16105055,23-12-2019,86
QKY59905.1,Bangladesh: Rangpur,07-06-2020,1273,30.16105055,23-12-2019,167
QKY59917.1,Bangladesh: Chattogram,26-05-2020,1273,29.76636445,23-12-2019,155
QKY59929.1,Bangladesh,07-06-2020,1273,29.76636445,23-12-2019,167
QKY59941.1,India: Palanpur,07-06-2020,1273,29.76636445,23-12-2019,167
QKY59953.1,India: Palanpur,07-06-2020,1273,30.16105055,23-12-2019,167
QKY59965.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QKY59977.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QKY59989.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QKY60001.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QKY60013.1,Bangladesh,07-06-2020,1273,29.76636445,23-12-2019,167
QKY60025.1,India: Surat,11-06-2020,1273,29.76636445,23-12-2019,171
QKY60049.1,India: Surat,11-06-2020,1273,29.76636445,23-12-2019,171
QKY60061.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QKY60073.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QKY60085.1,India: Surat,11-06-2020,1273,29.76636445,23-12-2019,171
QKY60097.1,India: Surat,11-06-2020,1273,30.16105055,23-12-2019,171
QKY60109.1,India: Surat,11-06-2020,1273,29.76636445,23-12-2019,171
QKY60121.1,India: Surat,11-06-2020,1273,31.90740601,23-12-2019,171
QKY60133.1,India: Surat,11-06-2020,1273,29.76636445,23-12-2019,171
QKY60165.1,India: Bharuch,05-06-2020,1273,30.29948638,23-12-2019,165
QKY60177.1,India: Surat,11-06-2020,1273,29.8969907,23-12-2019,171
QKY60189.1,India: Surat,11-06-2020,1273,29.80232832,23-12-2019,171
QKY60201.1,India: Vadodara,08-06-2020,1273,29.76636445,23-12-2019,168
QKY60213.1,India: Savli,05-06-2020,1273,30.16105055,23-12-2019,165
QKY60225.1,India: Savli,05-06-2020,1273,30.43436163,23-12-2019,165
QKY60237.1,India: Vadodara,08-06-2020,1273,29.8969907,23-12-2019,168
QKY60264.1,India: Vadodara,08-06-2020,1273,29.76636445,23-12-2019,168
QKY64330.1,India: Vadodara,08-06-2020,1273,29.76636445,23-12-2019,168
QKY64346.1,India: Vadodara,08-06-2020,1273,29.76636445,23-12-2019,168
QKY64360.1,India: Vadodara,08-06-2020,1273,29.76636445,23-12-2019,168
QKY64614.1,India: Kheda,08-06-2020,1273,29.76636445,23-12-2019,168
QKY64640.1,India: Kheda,08-06-2020,1273,29.76636445,23-12-2019,168
QKY64792.1,India: Mandvi,05-06-2020,1273,29.76636445,23-12-2019,165
QKY65277.1,India: Bhuj,05-06-2020,1273,29.76636445,23-12-2019,165
QKY65289.1,Bangladesh,07-06-2020,1273,29.76636445,23-12-2019,167
QKY65313.1,Bangladesh,07-06-2020,1273,29.76636445,23-12-2019,167
QKY66880.1,Bangladesh,07-06-2020,1273,29.76636445,23-12-2019,167
QKY68230.1,USA,13-04-2020,1273,29.76636445,23-12-2019,112
QKX96275.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKX46167.1,USA,11-05-2020,1273,29.76636445,23-12-2019,140
QKX46179.1,USA,12-05-2020,1273,29.76636445,23-12-2019,141
QKX46191.1,USA,11-05-2020,1273,29.76636445,23-12-2019,140
QKX46203.1,USA,11-05-2020,1273,30.2207638,23-12-2019,140
QKX46215.1,USA,11-05-2020,1273,29.76636445,23-12-2019,140
QKX46227.1,USA,12-05-2020,1273,30.16105055,23-12-2019,141
QKX46239.1,USA,12-05-2020,1273,29.76636445,23-12-2019,141
QKX46251.1,USA,12-05-2020,1273,30.16105055,23-12-2019,141
QKX46263.1,USA,12-05-2020,1273,29.76636445,23-12-2019,141
QKX46275.1,USA,12-05-2020,1273,29.76636445,23-12-2019,141
QKX46287.1,USA,12-05-2020,1273,29.76636445,23-12-2019,141
QKX46299.1,USA,12-05-2020,1273,29.76636445,23-12-2019,141
QKX46311.1,USA,12-05-2020,1273,29.76636445,23-12-2019,141
QKX46323.1,USA,12-05-2020,1273,30.16105055,23-12-2019,141
QKX46335.1,USA,12-05-2020,1273,30.43436163,23-12-2019,141
QKX46347.1,USA,12-05-2020,1273,29.76636445,23-12-2019,141
QKX47173.1,Spain: Donostia-San Sebatian,25-03-2020,1273,29.76636445,23-12-2019,93
QKX47185.1,Spain: Donostia-San Sebatian,27-03-2020,1273,30.43436163,23-12-2019,95
QKX47197.1,Spain: Donostia-San Sebatian,25-03-2020,1273,30.18890729,23-12-2019,93
QKX47209.1,Spain: Donostia-San Sebatian,25-03-2020,1273,30.16105055,23-12-2019,93
QKX47221.1,Spain: Donostia-San Sebatian,27-03-2020,1273,30.43436163,23-12-2019,95
QKX47933.1,Bangladesh: Dhaka,24-05-2020,1273,29.76636445,23-12-2019,153
QKX47945.1,Bangladesh: Rangpur,07-06-2020,1273,30.16105055,23-12-2019,167
QKX47957.1,Bangladesh: Rangpur,07-06-2020,1273,29.76636445,23-12-2019,167
QKX47969.1,Bangladesh: Rangpur,07-06-2020,1273,29.76636445,23-12-2019,167
QKX47981.1,Bangladesh: Rangpur,07-06-2020,1273,29.76636445,23-12-2019,167
QKX47994.1,Bangladesh: Rangpur,07-06-2020,1273,29.8969907,23-12-2019,167
QKX48006.1,Bangladesh: Rangpur,07-06-2020,1273,29.76636445,23-12-2019,167
QKX48137.1,Bangladesh,07-06-2020,1273,29.76636445,23-12-2019,167
QKX48149.1,Bangladesh: Rangpur,23-05-2020,1273,30.16105055,23-12-2019,152
QKX48161.1,Bangladesh: Rangpur,07-06-2020,1273,29.76636445,23-12-2019,167
QKX48174.1,Bangladesh: Rangpur,23-05-2020,1273,29.76636445,23-12-2019,152
QKX48186.1,Bangladesh: Rangpur,07-06-2020,1273,30.29409309,23-12-2019,167
QKX48942.1,Bangladesh: Rangpur,23-05-2020,1273,29.76636445,23-12-2019,152
QKX48954.1,Bangladesh: Rangpur,07-06-2020,1273,30.16632677,23-12-2019,167
QKX49023.1,Bangladesh,23-05-2020,1273,29.76636445,23-12-2019,152
QKX49035.1,Bangladesh,24-05-2020,1273,29.76636445,23-12-2019,153
QKX49062.1,Bangladesh,02-06-2020,1273,29.8969907,23-12-2019,162
QKX65076.1,Egypt,02-06-2020,1273,29.8969907,23-12-2019,162
QKX65088.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKX65100.1,Egypt,02-06-2020,1273,29.76636445,23-12-2019,162
QKV67308.1,Iran,26-03-2020,1273,29.8969907,23-12-2019,94
QKW88783.1,USA,20-03-2020,1273,29.76636445,23-12-2019,88
QKW88795.1,USA,31-03-2020,1273,29.76636445,23-12-2019,99
QKW88807.1,USA,01-04-2020,1273,30.43436163,23-12-2019,100
QKW88819.1,USA,27-03-2020,1273,29.76636445,23-12-2019,95
QKW88831.1,USA,29-03-2020,1273,29.76636445,23-12-2019,97
QKW88843.1,USA,14-03-2020,1273,29.76636445,23-12-2019,82
QKW88855.1,USA,24-03-2020,1273,30.43436163,23-12-2019,92
QKW88867.1,USA,16-03-2020,1273,29.76636445,23-12-2019,84
QKW88879.1,USA,21-03-2020,1273,29.76636445,23-12-2019,89
QKW88891.1,USA,22-03-2020,1273,29.76636445,23-12-2019,90
QKW88903.1,USA,17-03-2020,1273,30.16105055,23-12-2019,85
QKW88927.1,USA,30-03-2020,1273,29.76636445,23-12-2019,98
QKW88939.1,USA,23-03-2020,1273,29.76636445,23-12-2019,91
QKW88951.1,USA,24-03-2020,1273,30.25801537,23-12-2019,92
QKW88963.1,USA,23-03-2020,1273,30.11955569,23-12-2019,91
QKW88975.1,USA,17-03-2020,1273,29.76636445,23-12-2019,85
QKW88987.1,USA,15-03-2020,1273,29.76636445,23-12-2019,83
QKW88999.1,USA,22-03-2020,1273,29.76636445,23-12-2019,90
QKW89011.1,USA,19-03-2020,1273,30.16105055,23-12-2019,87
QKW89023.1,USA,19-03-2020,1273,29.76636445,23-12-2019,87
QKW89035.1,USA,07-03-2020,1273,29.76636445,23-12-2019,75
QKW89047.1,USA,20-03-2020,1273,29.76636445,23-12-2019,88
QKW89059.1,USA,11-03-2020,1273,30.29409309,23-12-2019,79
QKW89071.1,USA,19-03-2020,1273,29.76636445,23-12-2019,87
QKW89083.1,USA,24-03-2020,1273,30.16105055,23-12-2019,92
QKW89095.1,USA,16-03-2020,1273,29.76636445,23-12-2019,84
QKW89107.1,USA,13-03-2020,1273,29.76636445,23-12-2019,81
QKW89119.1,USA,16-03-2020,1273,29.76636445,23-12-2019,84
QKW89131.1,USA,15-03-2020,1273,29.76636445,23-12-2019,83
QKW89143.1,USA,11-03-2020,1273,29.76636445,23-12-2019,79
QKW89155.1,USA,26-03-2020,1273,29.76636445,23-12-2019,94
QKW89167.1,USA,28-03-2020,1273,29.76636445,23-12-2019,96
QKW89179.1,USA,29-03-2020,1273,30.16105055,23-12-2019,97
QKW89191.1,USA,18-03-2020,1273,29.76636445,23-12-2019,86
QKW89203.1,USA,19-03-2020,1273,29.8969907,23-12-2019,87
QKW89215.1,USA,18-03-2020,1273,30.16105055,23-12-2019,86
QKW89227.1,USA,19-03-2020,1273,29.76636445,23-12-2019,87
QKW89239.1,USA,20-03-2020,1273,29.76636445,23-12-2019,88
QKW89251.1,USA,24-03-2020,1273,29.76636445,23-12-2019,92
QKW89263.1,USA,24-03-2020,1273,30.16105055,23-12-2019,92
QKW89275.1,USA,30-03-2020,1273,29.8969907,23-12-2019,98
QKW89287.1,USA,18-03-2020,1273,29.80232832,23-12-2019,86
QKW89299.1,USA,16-03-2020,1273,29.76636445,23-12-2019,84
QKW89311.1,USA,30-03-2020,1273,30.16105055,23-12-2019,98
QKW89323.1,USA,25-03-2020,1273,29.8969907,23-12-2019,93
QKW89335.1,USA,16-03-2020,1273,29.76636445,23-12-2019,84
QKW89347.1,USA,19-03-2020,1273,29.76636445,23-12-2019,87
QKW89359.1,USA,17-03-2020,1273,29.76636445,23-12-2019,85
QKW89371.1,USA,16-03-2020,1273,29.76636445,23-12-2019,84
QKW89383.1,USA,16-03-2020,1273,29.76636445,23-12-2019,84
QKW89395.1,USA,17-03-2020,1273,29.76636445,23-12-2019,85
QKW89407.1,USA,20-03-2020,1273,29.76636445,23-12-2019,88
QKW89419.1,USA,28-03-2020,1273,29.76636445,23-12-2019,96
QKW89431.1,USA,24-03-2020,1273,30.16105055,23-12-2019,92
QKW89443.1,USA,26-03-2020,1273,29.76636445,23-12-2019,94
QKW89455.1,USA,18-03-2020,1273,30.16105055,23-12-2019,86
QKW89467.1,USA,21-03-2020,1273,29.8969907,23-12-2019,89
QKW89479.1,USA,25-03-2020,1273,30.25801537,23-12-2019,93
QKW89491.1,USA,29-03-2020,1273,29.76636445,23-12-2019,97
QKW89503.1,USA,26-03-2020,1273,29.76636445,23-12-2019,94
QKW89515.1,USA,24-03-2020,1273,29.76636445,23-12-2019,92
QKW89527.1,USA,30-03-2020,1273,29.76636445,23-12-2019,98
QKW89539.1,USA,27-03-2020,1273,30.16105055,23-12-2019,95
QKW89551.1,USA,29-03-2020,1273,29.76636445,23-12-2019,97
QKW89563.1,USA,22-03-2020,1273,29.76636445,23-12-2019,90
QKW89575.1,USA,18-03-2020,1273,29.76636445,23-12-2019,86
QKW89587.1,USA,17-03-2020,1273,29.76636445,23-12-2019,85
QKW89599.1,USA,30-03-2020,1273,30.3365298,23-12-2019,98
QKW89611.1,USA,07-03-2020,1273,29.76636445,23-12-2019,75
QKW89623.1,USA,10-03-2020,1273,29.76636445,23-12-2019,78
QKW89635.1,USA,13-03-2020,1273,30.16105055,23-12-2019,81
QKW89647.1,USA,21-03-2020,1273,30.77212339,23-12-2019,89
QKW92184.1,Bangladesh,02-06-2020,1273,30.16105055,23-12-2019,162
QKV35184.1,"USA: Washington,Yakima County",09-04-2020,1273,29.76636445,23-12-2019,108
QKV35196.1,"USA: Washington,Snohomish County",15-04-2020,1273,29.76636445,23-12-2019,114
QKV35208.1,"USA: Washington,Yakima County",14-04-2020,1273,29.76636445,23-12-2019,113
QKV35220.1,"USA: Washington,Snohomish County",13-04-2020,1273,30.16105055,23-12-2019,112
QKV35232.1,"USA: Washington,Yakima County",14-04-2020,1273,29.76636445,23-12-2019,113
QKV35244.1,"USA: Washington,Pierce County",08-04-2020,1273,29.76636445,23-12-2019,107
QKV35256.1,"USA: Washington,Yakima County",13-04-2020,1273,30.16105055,23-12-2019,112
QKV35267.1,"USA: Washington,Pierce County",16-04-2020,1273,29.76636445,23-12-2019,115
QKV35279.1,"USA: Washington,Snohomish County",16-04-2020,1273,29.76636445,23-12-2019,115
QKV35291.1,"USA: Washington,Yakima County",07-04-2020,1273,29.76636445,23-12-2019,106
QKV35303.1,"USA: Washington,Yakima County",15-04-2020,1273,29.76636445,23-12-2019,114
QKV35315.1,"USA: Washington,King County",13-04-2020,1273,29.76636445,23-12-2019,112
QKV35327.1,"USA: Washington,Yakima County",10-04-2020,1273,30.16105055,23-12-2019,109
QKV35339.1,"USA: Washington,Snohomish County",14-04-2020,1273,30.27465091,23-12-2019,113
QKV35351.1,"USA: Washington,Asotin County",13-04-2020,1273,30.16105055,23-12-2019,112
QKV35363.1,"USA: Washington,Snohomish County",13-04-2020,1273,30.16105055,23-12-2019,112
QKV35375.1,USA: Washington,11-04-2020,1273,29.76636445,23-12-2019,110
